Station Name,ID,Lat.,Lon.,GLOSS ID,Country,Date,Coastline,Station
ISHIGAKI II,1671,24.332,124.164,,JPN,05/03/2024,646,042
RODRIGUES IS,1672,-19.667,63.417,19,MUS,15/05/2023,450,021
PORT LOUIS II,1673,-20.150,57.500,18,MUS,15/05/2023,450,012
QUARRY BAY,1674,22.291,114.213,77,HKG,12/06/2023,611,010
BORYEONG,1675,36.406,126.486,,KOR,12/06/2023,620,017
PULAU LANGKAWI,1676,6.431,99.764,,MYS,11/09/2019,550,002
KUKUP,1677,1.325,103.443,,MYS,11/09/2019,550,010
PULAU TIOMAN,1678,2.807,104.140,,MYS,11/09/2019,550,013
MENTES/IZMIR,1679,38.433,26.717,,TUR,09/07/2013,310,042
BODRUM II,1680,37.033,27.417,,TUR,09/07/2013,310,046
ANTALYA II,1681,36.833,30.617,,TUR,09/07/2013,310,052
LOK ON PAI,1685,22.367,114.000,,HKG,16/05/2000,611,019
PORT SUDAN,1690,19.633,37.117,,SDN,27/02/1995,477,001
RAFINA,1695,38.033,24.000,,GRC,28/11/1994,290,032
LAKE WORTH PIER,1696,26.612,-80.033,,USA,10/01/2024,960,004
WAGLAN ISLAND,1698,22.183,114.303,,HKG,22/05/2019,611,007
ANHEUNG,1699,36.674,126.132,,KOR,17/07/2023,620,014
MILFORD HAVEN (HAKIN),1700,51.707,-5.052,,GBR,02/02/2024,170,182
VACA KEY,1701,24.712,-81.105,,USA,16/01/2024,940,089
TANJUNG SEDILI,1702,1.932,104.115,,MYS,11/09/2019,550,012
GETING,1703,6.226,102.107,,MYS,09/07/2019,550,021
GOLD COAST SEAWAY 2,1704,-27.950,153.417,,AUS,01/02/2024,680,604
PORT IRENE,1705,18.383,122.100,,PHL,13/06/2023,660,003
SUCURAJ,1706,43.133,17.200,,HRV,12/05/2008,280,046
GAN II,1707,-0.683,73.150,27,MDV,29/01/2020,454,002
SURIGAO,1708,9.783,125.500,,PHL,13/06/2023,660,151
BITUNG II,1709,1.433,125.200,69,IDN,29/01/2020,580,012
ARRECIFE-D,1710,28.966,-13.538,,ESP,15/05/2002,370,004
SAN JOSE,1711,12.333,121.083,,PHL,13/06/2023,660,002
TURKEY POINT,1714,29.915,-84.512,,USA,01/10/1996,940,045
BAY WAVELAND YACHT CLUB,1715,30.325,-89.325,,USA,01/10/1996,940,036
MUSCAT,1716,23.633,58.567,,OMN,15/10/2013,487,021
HAULOVER PIER,1717,25.903,-80.120,,USA,24/11/1994,960,002
UBLI,1718,42.750,16.833,,HRV,03/02/1993,280,056
KALININGRAD,1719,54.700,20.483,,RUS,28/06/2023,080,179
"BUCKSPORT, WACCAMAW R.",1720,33.647,-79.095,,USA,16/07/1993,960,048
GENERAL DYNAMICS PIER,1721,33.017,-79.917,,USA,16/07/1993,960,042
NAN SHA,1730,9.550,112.880,,CHN,28/03/2023,610,003
FISHGUARD II,1731,52.013,-4.984,,GBR,15/03/2022,170,184
MUMBLES,1732,51.570,-3.975,,GBR,06/05/2015,170,179
KOTA KINABALU,1733,5.983,116.067,,MYS,11/09/2019,665,031
TAWAU,1734,4.233,117.883,,MYS,11/09/2019,665,061
MARSAXLOKK   (FORMALLY VALLETTA),1735,35.820,14.533,,MLT,08/06/2023,265,001
MADEIRA,1736,-2.567,-44.383,200,BRA,14/11/2017,874,155
"TARAWA-C,BETIO",1739,1.367,172.933,113,KIR,31/12/1998,730,008
DIEGO GARCIA-C,1740,-7.283,72.400,26,IOT,17/10/2002,453,003
XI SHA,1745,16.833,112.333,,CHN,28/03/2023,610,004
TANJONG PAGAR,1746,1.267,103.850,44,SGP,04/04/2024,555,002
LES SABLES D OLONNE,1747,46.498,-1.794,,FRA,30/01/2024,190,116
TRONDHEIM 2,1748,63.436,10.392,,NOR,18/01/2024,040,142
TURTLE HEAD,1749,-10.522,142.212,,AUS,05/02/2024,680,028
NAPIER,1750,-39.476,176.920,,NZL,18/09/2023,690,009
SAN FELIX,1751,-26.292,-80.109,177,CHL,07/05/2024,850,016
SIBOLGA II,1752,1.750,98.767,,IDN,29/01/2020,560,022
"MALE-B, HULULE",1753,4.183,73.533,28,MDV,29/01/2020,454,011
SALALAH,1754,16.933,54.000,4,OMN,29/01/2020,487,001
HINKLEY POINT,1758,51.211,-3.131,,GBR,09/03/2021,170,168
VIKER,1759,59.036,10.950,,NOR,18/01/2024,040,341
ROSSLYN BAY,1760,-23.161,150.790,,AUS,01/02/2024,680,069
HILLARYS,1761,-31.826,115.739,,AUS,01/02/2024,680,472
EXMOUTH,1762,-21.955,114.141,,AUS,01/02/2024,680,482
CAPE ROBERTS ANTARCTICA,1763,-77.034,163.191,,ATA,27/09/2010,999,070
L'ESTARTIT,1764,42.054,3.206,,ESP,10/05/2023,220,081
PORTO GRANDE (ST. VINCENT) 2,1769,16.883,-25.000,,CPV,09/11/1998,380,002
BARMOUTH,1771,52.719,-4.045,,GBR,31/05/2016,170,187
ISLAY (PORT ELLEN),1772,55.628,-6.190,,GBR,14/05/2012,170,244
WEYMOUTH,1773,50.609,-2.448,,GBR,02/02/2023,170,150
LIVERPOOL (GLADSTONE DOCK),1774,53.450,-3.018,,GBR,02/02/2024,170,214
KINLOCHBERVIE,1775,58.457,-5.050,,GBR,02/02/2024,170,255
ANABAR,1780,73.217,113.500,,RUS,11/08/2021,030,425
NAOS ISLAND 2,1783,8.918,-79.533,,PAN,07/10/1998,840,022
POINTE-A-PITRE,1784,16.224,-61.531,,GLP,30/01/2024,914,001
DIEGO RAMIREZ,1785,-56.500,-68.717,,CHL,25/02/2004,850,091
TAKAMATSU II,1789,34.351,134.057,,JPN,05/03/2024,644,042
KOBE II,1790,34.682,135.190,,JPN,05/03/2024,643,025
SUSA,1791,34.628,131.604,,JPN,05/03/2024,647,018
KO MATTAPHON,1792,10.450,99.250,,THA,15/09/2023,600,011
PORT ERIN,1793,54.085,-4.768,,IMN,02/02/2024,170,233
WORKINGTON,1794,54.651,-3.567,,GBR,02/02/2024,170,228
ST HELIER (JERSEY) 2,1795,49.183,-2.117,,JEY,02/02/2024,180,002
STANLEY II,1796,-51.692,-57.821,305,FLK,13/05/2022,863,002
HADERA,1797,32.470,34.863,80,ISR,07/05/2024,320,016
BECANCOUR,1798,46.400,-72.383,,CAN,16/02/2024,970,077
WINTER HARBOUR,1799,50.517,-128.033,,CAN,16/02/2024,822,124
"NOME,  ALASKA",1800,64.500,-165.430,74,USA,10/01/2024,821,003
BOUCAU,1801,43.527,-1.515,,FRA,30/01/2024,190,139
LAS PALMAS D,1802,28.141,-15.412,251,ESP,11/07/2023,370,046
TENERIFE,1803,28.477,-16.241,,ESP,11/07/2023,370,032
BETIO,1804,1.365,172.933,113,KIR,05/02/2024,730,009
LAUTOKA,1805,-17.605,177.438,,FJI,05/02/2024,742,021
BILBAO,1806,43.352,-3.045,,ESP,11/07/2023,200,006
SANTANDER III,1807,43.461,-3.791,,ESP,11/07/2023,200,013
LA CORUÑA III,1808,43.357,-8.389,243,ESP,11/07/2023,200,032
BONANZA,1809,36.802,-6.338,,ESP,11/07/2023,220,008
MALAGA II,1810,36.712,-4.417,,ESP,11/07/2023,220,032
BARCELONA,1811,41.342,2.166,,ESP,11/07/2023,220,061
TEJN,1812,55.250,14.838,,DNK,27/11/2018,130,016
VALENCIA,1813,39.442,-0.311,,ESP,11/07/2023,220,056
DAKAR 2,1816,14.683,-17.417,253,SEN,29/01/2020,390,002
LUKA KOPER,1817,45.548,13.725,,SVN,17/02/2023,279,003
MANZANILLO 2,1818,19.067,-104.300,163,MEX,28/02/2018,830,072
MIRI,1819,4.401,113.974,,MYS,04/05/2017,663,001
LITTLE CORNWALLIS ISLAND,1822,75.383,-96.950,,CAN,04/06/1996,970,156
NANOOSE BAY,1825,49.267,-124.133,,CAN,04/06/1996,822,033
SHIMONOSEKI III,1830,33.925,130.928,,JPN,06/02/2014,647,010
ENGLISH BAY (ASCENSION ISLAND),1831,-7.893,-14.386,263,SHN,02/10/2014,402,001
NEWPORT,1832,51.550,-2.987,,GBR,02/02/2024,170,173
BINTULU,1833,3.262,113.064,,MYS,11/09/2019,663,011
SANDAKAN,1834,5.810,118.067,,MYS,11/09/2019,665,045
SABINE PASS NORTH,1835,29.728,-93.870,,USA,02/02/2021,940,010
LORNE,1836,-38.547,143.989,,AUS,01/02/2024,680,226
MAJURO-C,1838,7.106,171.373,112,MHL,05/02/2024,720,017
FUNAFUTI B,1839,-8.502,179.195,121,TUV,05/02/2024,732,012
APIA B,1840,-13.827,-171.761,,WSM,05/02/2024,746,002
PORT VILA B,1841,-17.755,168.308,348,VUT,05/02/2024,741,002
NUKU'ALOFA B,1842,-21.137,-175.181,125,TON,05/02/2024,744,002
RAROTONGA B,1843,-21.205,-159.785,139,COK,05/02/2024,785,006
NAURU-B,1844,-0.529,166.910,114,NRU,05/02/2024,715,002
JAMESTOWN LANDING STEPS,1845,-15.921,-5.718,264,SHN,03/06/2014,425,001
POINT LA RUE,1846,-4.667,55.533,339,SYC,29/01/2020,442,007
KERGUELEN,1849,-49.352,70.256,23,ATF,30/01/2024,434,001
USHUAIA III,1850,-54.817,-68.217,181,ARG,02/03/2023,860,003
LLANDUDNO,1854,53.332,-3.825,,GBR,02/02/2024,170,196
ST. MARYS,1855,49.918,-6.317,,GBR,15/03/2022,170,163
BANGOR,1856,54.665,-5.669,,GBR,28/06/2017,170,281
"PRUDHOE BAY,  ALASKA",1857,70.400,-148.527,151,USA,16/01/2024,821,002
"VIRGINIA KEY, FL",1858,25.730,-80.162,332,USA,10/01/2024,960,008
ZADAR,1859,44.123,15.235,,HRV,11/07/2019,280,013
LOMBRUM,1860,-2.042,147.374,331,PNG,05/02/2024,670,043
HONIARA-B,1861,-9.429,159.955,66,SLB,05/02/2024,734,004
PORTRUSH,1867,55.207,-6.657,,GBR,02/02/2024,170,261
GIJON II,1871,43.558,-5.698,,ESP,11/07/2023,200,022
KUDAT,1876,6.879,116.844,,MYS,11/09/2019,665,038
LAHAT DATU,1877,5.019,118.346,,MYS,11/09/2019,665,053
BOURNEMOUTH,1878,50.714,-1.875,,GBR,02/07/2014,170,146
LABUAN 2,1879,5.273,115.250,,MYS,11/09/2019,665,002
TEL AVIV,1880,32.083,34.767,,ISR,03/07/2012,320,019
HUELVA,1883,37.132,-6.834,,ESP,11/07/2023,220,005
"WAVELAND, GULF OF MEX., MS",1884,30.282,-89.367,,USA,19/08/2013,940,032
PONTA DELGADA 2,1885,37.733,-25.667,245,PRT,07/03/2023,360,002
CASEY,1886,-66.267,110.517,278,ATA,14/11/2017,999,055
MASIRAH,1887,20.683,58.867,,OMN,29/01/2020,487,012
TAI MIU WAN,1891,22.270,114.289,,HKG,12/06/2023,611,012
PALMA DE MALLORCA,1892,39.552,2.639,,ESP,05/03/2019,225,011
SEJINGKAT,1893,1.583,110.422,,MYS,25/07/2011,663,021
TUAS (WEST JURONG),1894,1.283,103.667,,SGP,21/01/2014,555,035
WEST COAST,1895,1.300,103.767,,SGP,24/04/2023,555,081
WEST TUAS,1896,1.344,103.634,,SGP,24/04/2023,555,091
VILLAGARCIA,1897,42.601,-8.770,,ESP,11/07/2023,200,036
VIGO II,1898,42.243,-8.726,,ESP,11/07/2023,200,042
SHEK PIK,1902,22.220,113.894,,HKG,12/06/2023,611,023
"CORPUS CHRISTI, GULF MEXICO, TX",1903,27.583,-97.217,,USA,10/02/2022,940,015
SKOPELOS,1907,39.124,23.729,,GRC,12/08/2013,290,037
PYEONGTAEK,1908,36.967,126.823,,KOR,12/06/2023,620,012
ISABELA DE SAGUA,1909,22.933,-80.017,,CUB,20/09/2023,930,081
CABO CRUZ,1910,19.833,-77.733,,CUB,20/09/2023,930,091
GIRNE,1911,35.350,33.333,,CYP,12/06/2012,315,010
PALMEIRA,1914,16.750,-22.983,329,CPV,29/01/2020,380,021
PORT BLOC,1915,45.569,-1.062,,FRA,30/01/2024,190,126
ARCACHON-EYRAC,1918,44.665,-1.164,,FRA,19/10/2022,190,140
AMASRA,1919,41.433,32.233,,TUR,24/06/2010,310,026
CHATHAM ISLAND,1920,-43.946,-176.561,128,NZL,17/11/2010,690,401
LE CROUESTY,1921,47.543,-2.895,,FRA,30/01/2024,190,105
ANSAN,1922,37.192,126.647,,KOR,12/06/2023,620,013
HUPO,1923,36.678,129.453,,KOR,12/06/2023,620,060
YEONGGWANG,1924,35.426,126.421,,KOR,12/06/2023,620,026
POHNPEI C,1925,6.981,158.200,115,FSM,05/02/2024,710,032
IGNEDA,1926,41.883,28.017,,TUR,09/07/2013,310,018
TRABZON II,1927,41.000,39.733,,TUR,28/06/2010,310,013
SETTLEMENT POINT A,1928,26.683,-78.983,211,BHS,29/01/2020,941,002
AJACCIO,1929,41.923,8.763,,FRA,30/01/2024,232,001
ULUKHAKTOK (FORMERLY HOLMAN ),1930,70.736,-117.761,,CAN,16/02/2024,970,199
ROTHERA,1931,-67.571,-68.130,342,ATA,11/06/2019,999,103
IBIZA,1932,38.911,1.450,,ESP,11/07/2023,225,021
CORFU ( KERKYRA ),1933,39.628,19.905,,GRC,20/02/2024,290,103
MANZANILLO,1934,20.333,-77.150,,CUB,05/10/2022,930,095
QIKIQTARJUAQ,1935,67.867,-64.117,,CAN,16/02/2024,970,135
MOSULPO,1936,33.214,126.251,,KOR,12/06/2023,620,029
SEONGSANPO,1937,33.475,126.928,,KOR,12/06/2023,620,030
NORTH SALAMINOS II,1938,37.980,23.534,,GRC,12/08/2013,290,029
MOTRIL 2,1940,36.720,-3.524,,ESP,11/07/2023,220,035
SAMOS ISLAND - VATHI,1941,37.755,26.976,,GRC,08/05/2014,290,105
FORT-DE-FRANCE II,1942,14.602,-61.063,338,MTQ,30/01/2024,912,021
VADINAR,1943,22.450,69.683,,IND,12/04/2023,500,013
PLOCE,1945,43.050,17.417,,HRV,11/07/2019,280,075
IQUIQUE,1963,-20.217,-70.167,,CHL,08/04/2013,850,006
SANTANA,1975,-0.050,-51.167,,BRA,18/03/1987,874,171
ERDEMLI,2009,36.567,34.250,,TUR,28/06/2010,310,071
MARMARA EREGLISI,2010,40.967,27.967,,TUR,28/06/2010,310,037
PORTBURY,2011,51.500,-2.728,,GBR,06/06/2019,170,170
ILE ROYALE,2012,5.284,-52.587,202,GUF,30/01/2024,876,011
ISKENDERUN II,2020,36.594,36.181,,TUR,28/06/2010,310,066
CASILDA II,2021,21.753,-79.992,,CUB,25/07/2018,930,065
FUNCHAL B,2024,32.651,-17.118,250,PRT,06/06/2017,365,010
BUGRINO,2025,68.800,49.333,,RUS,20/07/2010,030,010
MYS PIKSHUEVA,2026,69.550,32.433,,RUS,20/07/2010,030,030
POLYARNIY,2027,69.200,33.483,,RUS,20/07/2010,030,020
TERIBERKA,2028,69.200,35.117,,RUS,20/07/2010,030,023
SCOTT BASE,2029,-77.850,166.769,134,ATA,13/12/2017,999,080
CAP AUX MEULES,2031,47.379,-61.857,,CAN,16/02/2024,970,030
BUKOM,2032,1.226,103.778,,SGP,24/04/2023,555,010
TANJONG CHANGI,2033,1.390,103.999,,SGP,24/04/2023,555,020
TANAH MERAH,2034,1.312,103.988,,SGP,24/04/2023,555,030
REAL QUEZON,2035,14.667,121.600,,PHL,13/06/2023,660,024
DAESAN,2039,37.008,126.353,,KOR,17/07/2023,620,015
GEOJEDO,2040,34.801,128.699,,KOR,12/06/2023,620,040
GOHEUNG_BALPO,2041,34.481,127.343,,KOR,10/07/2023,620,031
JANGHANG,2042,36.007,126.688,,KOR,12/06/2023,620,019
JINDO,2043,34.378,126.308,,KOR,12/06/2023,620,037
MASAN,2044,35.210,128.589,,KOR,12/06/2023,620,042
OCHEONGDO,2046,36.117,125.985,,KOR,12/06/2023,620,018
SEVILLA-ESCLUSA,2047,37.331,-5.996,,ESP,17/04/2013,220,010
FUERTEVENTURA,2048,28.493,-13.858,,ESP,11/07/2023,370,006
ARINAGA,2049,27.847,-15.401,,ESP,24/01/2013,370,048
GRANADILLA,2050,28.085,-16.490,,ESP,24/01/2013,370,034
HIERRO,2051,27.784,-17.902,,ESP,11/07/2023,370,009
FERROL 2,2053,43.476,-8.249,,ESP,11/07/2023,200,035
TARIFA 2,2054,36.006,-5.604,,ESP,11/07/2023,220,024
ALGECIRAS 2,2055,36.177,-5.398,,ESP,11/07/2023,220,015
ALMERIA 2,2056,36.830,-2.478,,ESP,11/07/2023,220,044
MELILLA,2057,35.291,-2.929,,ESP,11/07/2023,340,003
GANDIA,2058,38.995,-0.151,,ESP,11/07/2023,220,058
SAGUNTO,2059,39.634,-0.206,,ESP,11/07/2023,220,060
FORMENTERA,2060,38.735,1.419,,ESP,11/07/2023,225,022
PALMA DE MALLORCA 2,2061,39.560,2.637,,ESP,11/07/2023,225,012
MAHON,2062,39.893,4.271,,ESP,11/07/2023,225,016
ALCUDIA,2063,39.835,3.139,,ESP,11/07/2023,225,014
LA PALMA,2064,28.678,-17.768,,ESP,11/07/2023,370,018
LA GOMERA,2065,28.088,-17.108,,ESP,11/07/2023,370,020
ARRECIFE 2,2066,28.972,-13.530,,ESP,11/07/2023,370,010
SOUDHAS II,2067,35.487,24.082,,GRC,28/11/2019,290,099
UBIN,2068,1.419,103.928,,SGP,24/04/2023,555,015
BELLEDUNE,2069,47.900,-65.850,,CAN,16/02/2024,970,042
LOW HEAD,2071,-41.064,146.795,,AUS,01/02/2024,680,194
PORT ALMA,2072,-23.583,150.867,,AUS,01/02/2024,680,070
URANGAN II,2073,-25.300,152.917,,AUS,01/02/2024,680,600
BOWEN II,2074,-20.017,148.250,,AUS,01/02/2024,680,050
BARI,2075,41.140,16.866,,ITA,28/09/2023,270,017
CARLOFORTE,2076,39.148,8.309,,ITA,18/10/2016,240,015
IMPERIA,2078,43.878,8.019,,ITA,27/02/2023,250,006
LAMPEDUSA,2079,35.500,12.604,,ITA,28/09/2023,260,025
LIVORNO II,2080,43.546,10.299,,ITA,27/02/2023,250,026
PALINURO,2082,40.030,15.275,,ITA,28/09/2023,250,058
"PORTO EMPEDOCLE, SICILY",2083,37.286,13.527,,ITA,18/10/2016,260,006
PORTO TORRES,2084,40.842,8.404,,ITA,28/09/2023,240,006
SALERNO,2086,40.677,14.751,,ITA,28/09/2023,250,056
VIESTE,2087,41.888,16.177,,ITA,28/09/2023,270,022
CAGLIARI II,2089,39.210,9.114,,ITA,28/09/2023,240,012
GENOVA II,2090,44.410,8.926,,ITA,28/09/2023,250,012
NAPOLI II,2092,40.841,14.269,,ITA,18/10/2016,250,046
PALERMO II,2093,38.121,13.371,,ITA,18/10/2016,260,012
CATANIA II,2094,37.498,15.094,,ITA,28/09/2023,260,032
TARANTO II,2095,40.476,17.224,,ITA,28/09/2023,270,007
OTRANTO II,2096,40.147,18.497,,ITA,27/02/2023,270,012
ORTONA II,2097,42.356,14.415,,ITA,27/02/2023,270,028
ANCONA II,2098,43.625,13.507,,ITA,27/02/2023,270,032
TRIESTE II,2099,45.649,13.758,,ITA,27/02/2023,270,062
VENEZIA II,2100,45.418,12.427,,ITA,28/09/2023,270,046
KALIX,2101,65.697,23.096,,SWE,09/06/2023,050,205
SKAGSUDDE,2102,63.191,19.013,,SWE,09/06/2023,050,187
FORSMARK,2103,60.409,18.211,,SWE,09/06/2023,050,155
MARVIKEN,2104,58.554,16.837,,SWE,09/06/2023,050,115
VISBY,2105,57.639,18.284,,SWE,09/06/2023,050,096
OSKARSHAMN,2106,57.275,16.478,,SWE,09/06/2023,050,085
SIMRISHAMN,2107,55.558,14.358,,SWE,09/06/2023,050,074
SKANOR,2108,55.417,12.829,,SWE,09/06/2023,050,056
BARSEBACK,2109,55.756,12.903,,SWE,13/06/2023,050,064
VIKEN,2110,56.142,12.579,,SWE,09/06/2023,050,066
RINGHALS,2111,57.250,12.113,,SWE,13/06/2023,050,035
STENUNGSUND,2112,58.093,11.833,,SWE,09/06/2023,050,024
KUNGSVIK,2113,58.997,11.127,,SWE,09/06/2023,050,009
SAN ANDRES ARCHIPELAGO,2116,12.583,-81.700,,COL,07/03/2023,902,001
ALGECIRAS B,2117,36.121,-5.437,,ESP,05/03/2019,220,012
CHRISTIANSTED HARBOUR,2118,17.750,-64.705,,VIR,16/01/2024,939,015
LAMESHUR BAY,2119,18.317,-64.723,,VIR,10/01/2024,939,021
CULEBRA,2120,18.302,-65.303,,PRI,12/02/2014,938,001
AGUADILLA,2121,18.457,-67.163,,PRI,18/02/2013,938,031
MONA ISLAND,2122,18.090,-67.938,,PRI,26/01/2024,938,041
"TRIDENT PIER, PORT CANAVERAL",2123,28.415,-80.592,,USA,10/01/2024,960,015
"ARENA COVE, CALIFORNIA",2125,38.913,-123.707,,USA,26/01/2024,823,026
"SANTA BARBARA, CALIFORNIA",2126,34.408,-119.685,,USA,10/01/2024,823,048
"PORT ANGELES, WASHINGTON",2127,48.125,-123.440,,USA,16/01/2024,823,003
"KAWAIHAE,  HAWAII ISLAND",2128,20.037,-155.830,,USA,26/01/2024,760,056
"PORT ALLEN,  HANAPEPE BAY,  KAUAI ISLAND",2129,21.903,-159.592,,USA,24/01/2012,760,019
"PAGO BAY,  GUAM",2130,13.428,144.797,,GUM,26/01/2024,701,010
LANDSORT NORRA,2132,58.769,17.859,,SWE,09/06/2023,050,123
GOTEBORG-RINGON,2133,57.717,11.967,,SWE,01/11/2012,050,030
NOUMEA-NUMBO,2134,-22.242,166.416,123,NCL,30/01/2024,740,021
BONAVISTA,2135,48.651,-53.115,,CAN,16/02/2024,970,114
REGGIO CALABRIA II,2142,38.122,15.649,,ITA,27/02/2023,250,062
PORTO GARIBALDI,2144,44.678,12.249,,ITA,17/07/2023,270,037
GULEOBDO,2146,37.194,125.995,,KOR,02/09/2020,620,008
TEL AVIV - YAFO,2147,32.053,34.750,,ISR,27/04/2023,320,020
EILAT NORTH,2148,29.545,34.952,,ISR,09/04/2014,480,015
EILAT SOUTH,2149,29.502,34.918,,ISR,18/11/2020,480,021
"VIRAC, CATANDUANES",2150,13.583,124.233,,PHL,13/06/2023,660,022
"PULUPANDAN, NEGROS OCCIDENTAL",2151,10.517,122.800,,PHL,13/06/2023,660,005
PAGADIAN CITY,2152,7.817,123.433,,PHL,13/06/2023,660,125
"MAKAR, GENERAL SANTOS CITY",2153,6.100,125.150,,PHL,13/06/2023,660,128
"MACABALAN PORT, CAGAYAN DE ORO",2154,8.500,124.667,,PHL,13/06/2023,660,145
"BALINTANG, QUEZON, PALAWAN",2155,9.350,118.133,,PHL,13/06/2023,660,106
"MATI, DAVAO ORIENTAL",2156,6.950,126.217,,PHL,13/06/2023,660,116
"BALANACAN, MARINDUQUE",2157,13.533,121.867,,PHL,13/06/2023,660,008
"TANDAG, SURIGAO DEL SUR",2158,9.083,126.200,,PHL,13/06/2023,660,148
IRAKLION II,2165,35.348,25.153,,GRC,20/02/2024,290,102
RHODOS II,2167,36.442,28.236,,GRC,20/02/2024,290,112
LAJES DAS FLORES,2171,39.378,-31.169,,PRT,26/03/2019,360,036
CATICLAN MALAY AKLAN,2172,11.950,121.933,,PHL,13/06/2023,660,004
CURRIMAO ILOCOS NORTE,2173,17.983,120.483,,PHL,13/06/2023,660,007
MAMBAJAO CAMGUIN,2174,9.250,124.733,,PHL,13/06/2023,660,150
ZAMBOANGA CITY,2175,6.917,122.067,,PHL,13/06/2023,660,133
SUBIC ZAMBALES,2176,14.767,120.250,,PHL,14/10/2022,660,009
MARIN,2181,42.406,-8.691,,ESP,11/07/2023,200,038
TARRAGONA,2182,41.079,1.213,,ESP,11/07/2023,220,062
MOMBASA II,2183,-4.067,39.650,8,KEN,29/01/2020,470,002
HANIMADHOO B,2184,6.767,73.173,,MDV,07/03/2023,454,031
MUSCAT B,2185,23.628,58.565,,OMN,29/01/2020,487,022
TALARA B,2186,-4.582,-81.282,,PER,07/03/2023,848,015
MATARANI B,2188,-17.002,-72.108,,PER,29/01/2020,848,055
QUEPOS B,2189,9.425,-84.172,167,CRI,29/01/2020,836,021
DIEGO GARCIA D,2190,-7.290,72.393,26,IOT,29/01/2020,453,005
LIMON B,2191,9.988,-83.020,,CRI,07/03/2023,906,001
FRENCH FRIGATE SHOALS B,2192,23.868,-166.288,107,USA,29/01/2020,760,017
PADANG B,2193,-0.997,100.375,45,IDN,29/01/2020,560,033
COLOMBO C,2194,6.935,79.858,33,LKA,07/03/2023,520,004
SABANG,2195,5.888,95.317,347,IDN,29/01/2020,560,010
CHITTAGONG A,2196,22.247,91.825,36,BGD,29/01/2020,510,026
PRIGI,2197,-8.280,111.730,,IDN,29/01/2020,560,132
LAMU B,2198,-2.272,40.903,,KEN,29/01/2020,470,014
CILACAP B,2199,-7.752,109.017,291,IDN,29/01/2020,560,123
BENOA B,2200,-8.747,115.212,49,IDN,29/01/2020,560,136
CENTURI,2207,42.966,9.350,,FRA,30/01/2024,232,003
SOLENZARA,2208,41.857,9.404,,FRA,30/01/2024,232,004
"ESPERANZA, VIEQUES",2209,18.093,-65.472,,PRI,26/01/2024,938,004
GARIBALDI II,2214,45.555,-123.918,,USA,10/01/2024,823,017
BAY WAVELAND YACHT CLUB II,2215,30.326,-89.326,,USA,10/01/2024,940,038
RANGIROA,2216,-14.946,-147.706,355,PYF,10/11/2020,808,002
TUBUAI,2217,-23.342,-149.476,356,PYF,10/11/2020,808,004
AKKO,2218,32.919,35.070,,ISR,11/01/2022,320,009
ASHDOD II,2219,31.831,34.641,,ISR,23/07/2019,320,033
ASHKLON,2220,31.682,34.557,,ISR,27/04/2023,320,035
HAIFA II,2221,32.829,34.991,,ISR,23/07/2019,320,010
CHABAHAR II,2228,25.296,60.603,337,IRN,30/11/2017,489,052
PANWA CAPE,2230,7.801,98.406,,THA,02/07/2015,545,002
PORT FERREOL,2233,43.359,6.718,,FRA,30/01/2024,230,063
FOS SUR MER,2234,43.405,4.893,,FRA,30/01/2024,230,045
ILE D'AIX,2236,46.007,-1.174,,FRA,30/01/2024,190,123
HIENGHENE,2237,-20.692,164.943,,NCL,19/10/2022,740,010
MARE,2239,-21.548,167.877,,NCL,20/10/2022,740,022
VAIRAO,2242,-17.806,-149.295,,PYF,20/10/2022,780,012
ILET LA MERE,2243,4.894,-52.190,,GUF,07/08/2019,876,003
LEAVA,2244,-14.296,-178.160,353,WLF,10/11/2020,743,001
SAINT PIERRE ET MIQUELON,2246,46.779,-56.168,,SPM,30/01/2024,970,115
BUSAN NEW PORT,2250,35.078,128.787,,KOR,17/07/2023,620,047
DONGHAE PORT,2251,37.495,129.144,,KOR,17/07/2023,620,062
GANGHWA BRIDGE,2252,37.732,126.522,,KOR,12/06/2023,620,009
GWANGYANG,2253,34.904,127.755,,KOR,12/06/2023,620,044
INCHEONSONGDO,2255,37.338,126.586,,KOR,12/06/2023,620,010
TAEAN,2258,36.913,126.239,,KOR,12/06/2023,620,016
YEONGHEUNGDO,2259,37.239,126.429,,KOR,12/06/2023,620,007
YEONGJONG BRIDGE,2260,37.546,126.584,,KOR,12/06/2023,620,006
IQUIQUE II,2261,-20.204,-70.148,,CHL,07/05/2024,850,007
CORRAL II,2262,-39.878,-73.423,,CHL,07/05/2024,850,048
PUNTA ARENAS II,2263,-53.124,-70.860,,CHL,07/05/2024,850,062
ANCUD,2264,-41.867,-73.832,,CHL,07/05/2024,850,053
MELINKA,2265,-43.898,-73.748,,CHL,07/05/2024,850,055
MOULMEIN II,2266,16.465,97.622,141,MMR,07/03/2023,530,022
QUI NHON II,2267,13.775,109.255,75,VNM,29/01/2020,605,042
VUNG TAU II,2268,10.340,107.072,,VNM,29/01/2020,605,022
"PORVOO, EMASALO",2269,60.206,25.625,,FIN,05/03/2024,060,353
MAUSUND,2271,63.869,8.665,,NOR,18/01/2024,040,138
"PRICKLEY BAY, GRENADA",2272,12.005,-61.765,,GRD,29/01/2020,893,001
